author/repo,name,url,language,license,size
lassik/musical-scale-speaker,musical-scale-speaker,https://github.com/lassik/musical-scale-speaker,Elm,ISC,8.07 KiB
lassik/package-lint,package-lint,https://github.com/lassik/package-lint,Elisp,GPL-3.0-only,838.25 KiB
lassik/pankkiparseri,pankkiparseri,https://github.com/lassik/pankkiparseri,JavaScript,MIT,103.97 KiB
lassik/pre-srfi,pre-srfi,https://github.com/lassik/pre-srfi,Sh,MIT,67.76 KiB
lassik/privatetcp,privatetcp,https://github.com/lassik/privatetcp,C,ISC,41.72 KiB
lassik/pseudoc,pseudoc,https://github.com/lassik/pseudoc,Lisp,MIT,18.64 KiB
lassik/racket-database-url,racket-database-url,https://github.com/lassik/racket-database-url,Racket,ISC,7.60 KiB
lassik/racket-scrapyard,racket-scrapyard,https://github.com/lassik/racket-scrapyard,Racket,ISC,3.69 KiB
lassik/ragtag,ragtag,https://github.com/lassik/ragtag,Elm,BSD-3-Clause,24.01 KiB
lassik/rmempty,rmempty,https://github.com/lassik/rmempty,C,ISC,10.19 KiB
lassik/safeunix,safeunix,https://github.com/lassik/safeunix,C,ISC,9.09 KiB
lassik/scheme-docker,scheme-docker,https://github.com/lassik/scheme-docker,Markdown,MIT,3.77 KiB
lassik/scheme-environment-stack,scheme-environment-stack,https://github.com/lassik/scheme-environment-stack,Sh,MIT,8.44 KiB
lassik/scheme-tree,scheme-tree,https://github.com/lassik/scheme-tree,Racket,MIT,1.68 KiB
lassik/serve-index,serve-index,https://github.com/lassik/serve-index,JavaScript,MIT,118.71 KiB
lassik/shampoo-emacs,shampoo-emacs,https://github.com/lassik/shampoo-emacs,Elisp,MIT,78.38 KiB
lassik/shellprompt,shellprompt,https://github.com/lassik/shellprompt,Lua,MIT,51.17 KiB
lassik/shm_open_anon,shm_open_anon,https://github.com/lassik/shm_open_anon,C,ISC,17.29 KiB
lassik/simply64,simply64,https://github.com/lassik/simply64,Racket,ISC,8.15 KiB
lassik/srfi-112-port,srfi-112-port,https://github.com/lassik/srfi-112-port,Sh,MIT,5.07 KiB
lassik/srfi-169,srfi-169,https://github.com/lassik/srfi-169,Html,MIT,49.33 KiB
lassik/srfi-common,srfi-common,https://github.com/lassik/srfi-common,Html,MIT,1004.61 KiB
lassik/strixt,strixt,https://github.com/lassik/strixt,Go,ISC,17.75 KiB
lassik/svnwiki-mode,svnwiki-mode,https://github.com/lassik/svnwiki-mode,Elisp,GPL-3.0-only,44.66 KiB
lassik/temp-aggregator-in-python,temp-aggregator-in-python,https://github.com/lassik/temp-aggregator-in-python,Python,MIT,181.13 KiB
lassik/tensorflow-clj,tensorflow-clj,https://github.com/lassik/tensorflow-clj,Clojure,EPL-1.0,924.87 KiB
lassik/trivial-tar-writer,trivial-tar-writer,https://github.com/lassik/trivial-tar-writer,Sh,ISC,4.63 KiB
lassik/unibeautify,unibeautify,https://github.com/lassik/unibeautify,TypeScript,MIT,581.25 KiB
lassik/unibeautify-cli,unibeautify-cli,https://github.com/lassik/unibeautify-cli,TypeScript,MIT,479.27 KiB
lassik/upscheme,upscheme,https://github.com/lassik/upscheme,C,BSD-3-Clause,2.64 MiB
lassik/vm-hacks,vm-hacks,https://github.com/lassik/vm-hacks,Lisp,MIT,2.83 KiB
lassik/web-midi-chord-finder,web-midi-chord-finder,https://github.com/lassik/web-midi-chord-finder,Elm,BSD-3-Clause,7.48 KiB
lassik/webhere,webhere,https://github.com/lassik/webhere,Go,BSD-3-Clause,10.10 KiB
lassik/yuni,yuni,https://github.com/lassik/yuni,CMake,CC0-1.0,1.63 MiB
latex-lsp/texlab,texlab,https://github.com/latex-lsp/texlab,Rust,GPL-3.0-only,8.07 MiB
lauripiispanen/most-active-github-users-counter,most-active-github-users-counter,https://github.com/lauripiispanen/most-active-github-users-counter,Go,MIT,42.90 KiB
lazamar/haskell-docs-cli,haskell-docs-cli,https://github.com/lazamar/haskell-docs-cli,Haskell,BSD-3-Clause,6.64 MiB
ldn-softdev/jtc,jtc,https://github.com/ldn-softdev/jtc,Cpp,MIT,647.74 KiB
leanprover/lean,lean,https://github.com/leanprover/lean,Cpp,Apache-2.0,7.97 MiB
leexueyong/fbmsg-analysis-gpt-2,fbmsg-analysis-gpt-2,https://github.com/leexueyong/fbmsg-analysis-gpt-2,Python,MIT,13.21 MiB
lehins/haskell-webshell,haskell-webshell,https://github.com/lehins/haskell-webshell,JavaScript,BSD-3-Clause,731.80 KiB
leichunfeng/learnyouahaskell,learnyouahaskell,https://github.com/leichunfeng/learnyouahaskell,Haskell,MIT,5.96 MiB
leimao/Console_Snake,Console_Snake,https://github.com/leimao/Console_Snake,Cpp,MIT,62.97 MiB
leimao/Particle_Filter,Particle_Filter,https://github.com/leimao/Particle_Filter,Python,MIT,4.77 MiB
lem-project/lem,lem,https://github.com/lem-project/lem,Lisp,MIT,3.36 MiB
leopoldjoy/react-ethereum-dapp-example,react-ethereum-dapp-example,https://github.com/leopoldjoy/react-ethereum-dapp-example,JavaScript,MIT,14.82 MiB
letsencrypt/letsencrypt,letsencrypt,https://github.com/letsencrypt/letsencrypt,Python,Apache-2.0,4.52 MiB
lettier/parsing-with-haskell-parser-combinators,parsing-with-haskell-parser-combinators,https://github.com/lettier/parsing-with-haskell-parser-combinators,Html,BSD-3-Clause,202.77 KiB
lexi-lambda/hackett,hackett,https://github.com/lexi-lambda/hackett,Racket,ISC,393.55 KiB
lexi-lambda/megaparsack,megaparsack,https://github.com/lexi-lambda/megaparsack,Racket,ISC,86.48 KiB
lexi-lambda/racket-alexis,racket-alexis,https://github.com/lexi-lambda/racket-alexis,Racket,ISC,39.00 KiB
lhoursquentin/sed-bin,sed-bin,https://github.com/lhoursquentin/sed-bin,C,MIT,64.58 KiB
lhr0909/appointment-bot,appointment-bot,https://github.com/lhr0909/appointment-bot,Python,MIT,62.74 KiB
libfuse/python-fuse,python-fuse,https://github.com/libfuse/python-fuse,Python,LGPL-2.1-only,147.71 KiB
libgit2/git2go,git2go,https://github.com/libgit2/git2go,C,MIT,401.01 KiB
libtcod/libtcod,libtcod,https://github.com/libtcod/libtcod,C,BSD-3-Clause,6.33 MiB
lierdakil/pandoc-crossref,pandoc-crossref,https://github.com/lierdakil/pandoc-crossref,Haskell,GPL-2.0-only,1.38 MiB
lighttiger2505/sqls,sqls,https://github.com/lighttiger2505/sqls,Go,MIT,919.68 KiB
lihaoyi/Ammonite,Ammonite,https://github.com/lihaoyi/Ammonite,Scala,MIT,15.45 MiB
lindell/multi-gitter,multi-gitter,https://github.com/lindell/multi-gitter,Go,Apache-2.0,619.34 KiB
lindt/docker_plantuml,docker_plantuml,https://github.com/lindt/docker_plantuml,Bash,MIT,3.46 KiB
linux-on-mac/mbpfan,mbpfan,https://github.com/linux-on-mac/mbpfan,C,GPL-3.0-only,168.05 KiB
linuxenko/chkservice,chkservice,https://github.com/linuxenko/chkservice,Cpp,GPL-3.0-only,56.77 KiB
littleblah/senior-engineer-checklist,senior-engineer-checklist,https://github.com/littleblah/senior-engineer-checklist,Html,MIT,13.79 KiB
litxio/ptghci,ptghci,https://github.com/litxio/ptghci,Python,BSD-3-Clause,958.80 KiB
loadimpact/k6,k6,https://github.com/loadimpact/k6,Go,AGPL-3.0-only,29.88 MiB
localtunnel/localtunnel,localtunnel,https://github.com/localtunnel/localtunnel,JavaScript,MIT,55.40 KiB
looplab/fsm,fsm,https://github.com/looplab/fsm,Go,Apache-2.0,62.02 KiB
loretoparisi/hf-experiments,hf-experiments,https://github.com/loretoparisi/hf-experiments,Python,MIT,22.18 MiB
loup-brun/buttons,buttons,https://github.com/loup-brun/buttons,Css,MIT,424.93 KiB
lovasoa/RLE,RLE,https://github.com/lovasoa/RLE,Haskell,MIT,2.36 KiB
lpil/haskell-live,haskell-live,https://github.com/lpil/haskell-live,Haskell,GPL-3.0-only,10.88 KiB
lspitzner/brittany,brittany,https://github.com/lspitzner/brittany,Haskell,AGPL-3.0-only,1.95 MiB
luchiniatwork/terra,terra,https://github.com/luchiniatwork/terra,Clojure,MIT,8.87 KiB
lucidrains/DALLE-pytorch,DALLE-pytorch,https://github.com/lucidrains/DALLE-pytorch,Python,MIT,760.56 KiB
lucidrains/deep-daze,deep-daze,https://github.com/lucidrains/deep-daze,Python,MIT,6.90 MiB
lucidrains/imagen-pytorch,imagen-pytorch,https://github.com/lucidrains/imagen-pytorch,Python,MIT,690.16 KiB
lucrae/django-cheat-sheet,django-cheat-sheet,https://github.com/lucrae/django-cheat-sheet,Markdown,MIT,9.60 KiB
lukehoban/go-outline,go-outline,https://github.com/lukehoban/go-outline,Go,MIT,4.69 KiB
lunaroyster/LaTeX-search,LaTeX-search,https://github.com/lunaroyster/LaTeX-search,JavaScript,MIT,578.29 KiB
lutris/lutris,lutris,https://github.com/lutris/lutris,Python,GPL-3.0-only,2.13 MiB
lxgr-linux/pokete,pokete,https://github.com/lxgr-linux/pokete,Python,GPL-3.0-only,3.33 MiB
ma1uta/jmsdk,jmsdk,https://github.com/ma1uta/jmsdk,Java,Apache-2.0,976.88 KiB
machine-drivers/docker-machine-driver-vmware,docker-machine-driver-vmware,https://github.com/machine-drivers/docker-machine-driver-vmware,Go,Apache-2.0,7.47 MiB
madari/go-socket.io,go-socket.io,https://github.com/madari/go-socket.io,JavaScript,MIT,89.12 KiB
madnight/bitcoin-chart-cli,bitcoin-chart-cli,https://github.com/madnight/bitcoin-chart-cli,JavaScript,MIT,193.22 KiB
mads-hartmann/bash-language-server,bash-language-server,https://github.com/mads-hartmann/bash-language-server,TypeScript,MIT,1.22 MiB
magenta/ddsp,ddsp,https://github.com/magenta/ddsp,Python,Apache-2.0,431.30 KiB
magit/forge,forge,https://github.com/magit/forge,Elisp,GPL-3.0-only,350.49 KiB
magit/magit,magit,https://github.com/magit/magit,Elisp,GPL-3.0-only,2.21 MiB
magit/transient,transient,https://github.com/magit/transient,Elisp,GPL-3.0-only,405.88 KiB
magnars/dash.el,dash.el,https://github.com/magnars/dash.el,Elisp,GPL-3.0-only,575.33 KiB
makeesyai/makeesy_nlp,makeesy_nlp,https://github.com/makeesyai/makeesy_nlp,Python,GPL-3.0-only,5.99 MiB
makiprogrammer/ts-messenger-api,ts-messenger-api,https://github.com/makiprogrammer/ts-messenger-api,Html,MIT,2.07 MiB
makkes/gitlab-cli,gitlab-cli,https://github.com/makkes/gitlab-cli,Go,BSD-2-Clause,128.71 KiB
mammothb/symspellpy,symspellpy,https://github.com/mammothb/symspellpy,Python,MIT,12.86 MiB
manan-paneri-99/marcus-gpt3-bot,marcus-gpt3-bot,https://github.com/manan-paneri-99/marcus-gpt3-bot,Python,Apache-2.0,116.07 KiB
manateelazycat/emacs-application-framework,emacs-application-framework,https://github.com/manateelazycat/emacs-application-framework,Python,GPL-3.0-only,27.60 MiB
mar-muel/artificial-self-AMLD-2020,artificial-self-AMLD-2020,https://github.com/mar-muel/artificial-self-AMLD-2020,Python,MIT,23.93 MiB
maraoz/gpt-scrolls,gpt-scrolls,https://github.com/maraoz/gpt-scrolls,Python,MIT,53.32 KiB
marginalia/marginalia.nu,marginalia.nu,git@github.com:mullikine/marginalia.nu.git,Java,AGPL-3.0-only,5.23 MiB
markdingram/bazel-cdk-clojure,bazel-cdk-clojure,https://github.com/markdingram/bazel-cdk-clojure,Java,EPL-2.0,259.45 KiB
markhatton/google-ngrams,google-ngrams,https://github.com/markhatton/google-ngrams,Sh,Apache-2.0,15.60 KiB
martanne/dvtm,dvtm,https://github.com/martanne/dvtm,C,MIT,141.93 KiB
martin-majlis/Wikipedia-API,Wikipedia-API,https://github.com/martin-majlis/Wikipedia-API,Python,MIT,114.90 KiB
matheus-consoli/.emacs.d,.emacs.d,https://github.com/matheus-consoli/.emacs.d,Org,GPL-3.0-only,1.22 MiB
mattharrison/pycoverage.el,pycoverage.el,https://github.com/mattharrison/pycoverage.el,Python,MIT,162.42 KiB
matthewhartstonge/go-modica,go-modica,https://github.com/matthewhartstonge/go-modica,Go,BSD-3-Clause,36.39 KiB
mattn/go-runewidth,go-runewidth,https://github.com/mattn/go-runewidth,Go,MIT,49.85 KiB
mbutterick/beautiful-racket,beautiful-racket,https://github.com/mbutterick/beautiful-racket,Racket,MIT,363.24 KiB
mbutterick/brag,brag,https://github.com/mbutterick/brag,Racket,MIT,176.92 KiB
md-arif-shaikh/tzc,tzc,https://github.com/md-arif-shaikh/tzc,Elisp,GPL-3.0-only,938.55 KiB
meedstrom/eva,eva,https://github.com/meedstrom/eva,Elisp,GPL-3.0-only,1.15 MiB
meetDeveloper/googleDictionaryAPI,googleDictionaryAPI,https://github.com/meetDeveloper/googleDictionaryAPI,JavaScript,GPL-3.0-only,64.05 KiB
melpa/melpa,melpa,https://github.com/melpa/melpa,Elisp,GPL-3.0-only,598.40 KiB
mermaid-js/mermaid,mermaid,https://github.com/mermaid-js/mermaid,JavaScript,MIT,3.27 MiB
metasophia/metasophia-hugo,metasophia-hugo,git@github.com:metasophia/metasophia-hugo.git,Css,MIT,70.58 MiB
mgdm/htmlq,htmlq,https://github.com/mgdm/htmlq,Rust,MIT,43.94 KiB
mgrabmueller/TransformersStepByStep,TransformersStepByStep,https://github.com/mgrabmueller/TransformersStepByStep,Haskell,BSD-3-Clause,569.73 KiB
mgunyho/tere,tere,https://github.com/mgunyho/tere,Rust,EUPL-1.2,406.67 KiB
mickeynp/combobulate,combobulate,https://github.com/mickeynp/combobulate,Elisp,GPL-3.0-only,486.97 KiB
microsoft/ALEX,ALEX,https://github.com/microsoft/ALEX,Cpp,MIT,326.51 KiB
microsoft/BotFramework-Composer,BotFramework-Composer,https://github.com/microsoft/BotFramework-Composer,TypeScript,MIT,41.27 MiB
microsoft/DeepSpeed,DeepSpeed,https://github.com/microsoft/DeepSpeed,Python,MIT,17.82 MiB
microsoft/DeepSpeed/DeepSpeedExamples,DeepSpeedExamples,https://github.com/microsoft/DeepSpeedExamples,Python,MIT,2.45 MiB
microsoft/DialoGPT,DialoGPT,https://github.com/microsoft/DialoGPT,Python,MIT,52.71 MiB
microsoft/ProcMon-for-Linux,ProcMon-for-Linux,https://github.com/microsoft/ProcMon-for-Linux,C,MIT,9.26 MiB
microsoft/nlp-recipes,nlp-recipes,https://github.com/microsoft/nlp-recipes,Python,MIT,2.20 MiB
microsoft/ptvsd,ptvsd,https://github.com/microsoft/ptvsd,Python,MIT,24.78 MiB
microsoft/pylance-release,pylance-release,https://github.com/microsoft/pylance-release,Markdown,CC-BY-4.0,4.15 MiB
microsoft/pyright,pyright,https://github.com/microsoft/pyright,TypeScript,MIT,8.55 MiB
microsoft/python-language-server,python-language-server,https://github.com/microsoft/python-language-server,CSharp,Apache-2.0,7.05 MiB
microsoft/vscode-cmake-tools,vscode-cmake-tools,https://github.com/microsoft/vscode-cmake-tools,TypeScript,MIT,2.86 MiB
miguelgrinberg/flask-examples,flask-examples,https://github.com/miguelgrinberg/flask-examples,Python,MIT,10.54 KiB
miguelmota/cryptocharts,cryptocharts,https://github.com/miguelmota/cryptocharts,Go,MIT,13.05 MiB
mikedh/trimesh,trimesh,https://github.com/mikedh/trimesh,Python,MIT,25.70 MiB
mikeevmm/boyl,boyl,https://github.com/mikeevmm/boyl,Rust,GPL-2.0-only,3.98 MiB
mikejs/clojure-solr,clojure-solr,https://github.com/mikejs/clojure-solr,Clojure,Apache-2.0,13.92 KiB
mikf/gallery-dl,gallery-dl,https://github.com/mikf/gallery-dl,Python,GPL-2.0-only,1.32 MiB
milisims/tree-sitter-org,tree-sitter-org,https://github.com/milisims/tree-sitter-org,C,MIT,2.15 MiB
minad/marginalia,marginalia,https://github.com/minad/marginalia,Elisp,GPL-3.0-only,184.75 KiB
minad/osm,osm,https://github.com/minad/osm,Elisp,GPL-3.0-only,95.77 KiB
mineo/yatemplate,yatemplate,https://github.com/mineo/yatemplate,Elisp,GPL-3.0-only,50.06 KiB
mingrammer/diagrams,diagrams,https://github.com/mingrammer/diagrams,Python,MIT,26.65 MiB
mingyuliutw/UNIT,UNIT,https://github.com/mingyuliutw/UNIT,Python,CC-BY-NC-SA-4.0,71.65 MiB
minimaxir/gpt-3-client,gpt-3-client,https://github.com/minimaxir/gpt-3-client,Python,MIT,267.41 KiB
minimaxir/gpt-3-experiments,gpt-3-experiments,https://github.com/minimaxir/gpt-3-experiments,Python,MIT,1021.77 KiB
minimaxir/stylecloud,stylecloud,https://github.com/minimaxir/stylecloud,Python,MIT,480.07 KiB
mirekys/fusefs,fusefs,https://github.com/mirekys/fusefs,Python,MIT,10.05 KiB
mithrandie/csvq,csvq,https://github.com/mithrandie/csvq,Go,MIT,4.45 MiB
mitmproxy/mitmproxy,mitmproxy,https://github.com/mitmproxy/mitmproxy,Python,MIT,32.66 MiB
mjkaufer/Messer,Messer,https://github.com/mjkaufer/Messer,JavaScript,ISC,1.04 MiB
mjuenema/python-terrascript,python-terrascript,https://github.com/mjuenema/python-terrascript,Python,BSD-2-Clause,658.56 KiB
mklinik/haskell-misc,haskell-misc,https://github.com/mklinik/haskell-misc,Haskell,MIT,39.20 KiB
mkmik/clarsec,clarsec,https://github.com/mkmik/clarsec,Clojure,Apache-2.0,21.03 KiB
ml4j/gpt-3-absolute-zero,gpt-3-absolute-zero,https://github.com/ml4j/gpt-3-absolute-zero,Python,MIT,10.65 KiB
mmcgrana/ring,ring,https://github.com/mmcgrana/ring,Clojure,MIT,121.15 KiB
mobile-shell/mosh,mosh,https://github.com/mobile-shell/mosh,Cpp,GPL-3.0-only,843.25 KiB
mogenslund/liquid,liquid,https://github.com/mogenslund/liquid,Clojure,EPL-1.0,328.29 KiB
mogenslund/liquid-starter-kit,liquid-starter-kit,https://github.com/mogenslund/liquid-starter-kit,Clojure,MIT,3.22 KiB
mojombo/grit,grit,https://github.com/mojombo/grit,Ruby,MIT,2.20 MiB
mola-T/timp,timp,https://github.com/mola-T/timp,Elisp,GPL-3.0-only,1.67 MiB
mozillazg/go-cos,go-cos,https://github.com/mozillazg/go-cos,Go,MIT,210.14 KiB
mphilli/English-to-IPA,English-to-IPA,https://github.com/mphilli/English-to-IPA,Python,MIT,19.15 MiB
mpickering/apply-refact,apply-refact,https://github.com/mpickering/apply-refact,Haskell,BSD-3-Clause,237.82 KiB
mpickering/hie-bios,hie-bios,https://github.com/mpickering/hie-bios,Haskell,BSD-3-Clause,186.41 KiB
mrkkrp/megaparsec,megaparsec,https://github.com/mrkkrp/megaparsec,Haskell,BSD-2-Clause,445.96 KiB
mthom/scryer-prolog,scryer-prolog,https://github.com/mthom/scryer-prolog,Rust,BSD-3-Clause,3.15 MiB
mukuge/npy.el,npy.el,https://github.com/mukuge/npy.el,Elisp,GPL-3.0-only,99.25 KiB
mullikine/AIDungeon,AIDungeon,https://github.com/mullikine/AIDungeon,Python,MIT,185.20 KiB
mullikine/ALEX,ALEX,https://github.com/mullikine/ALEX,Cpp,MIT,326.51 KiB
mullikine/DeepToxic,DeepToxic,https://github.com/mullikine/DeepToxic,Jupyter,MIT,1.15 MiB
mullikine/apostl,apostl,https://github.com/mullikine/apostl,Html,MIT,2.66 KiB
mullikine/awk-ward.el,awk-ward.el,https://gitlab.com/mullikine/awk-ward.el,Elisp,MIT,10.16 KiB
mullikine/aws.el,aws.el,https://github.com/mullikine/aws.el,Elisp,GPL-3.0-only,43.39 KiB
mullikine/bpool,bpool,https://github.com/mullikine/bpool,Go,Apache-2.0,19.42 KiB
mullikine/clojure-interop-with-python-nlp-libraries-testbed,clojure-interop-with-python-nlp-libraries-testbed,git@github.com:mullikine/clojure-interop-with-python-nlp-libraries-testbed.git,Clojure,EPL-2.0,10.61 MiB
mullikine/clojure2json,clojure2json,git@github.com:mullikine/clojure2json.git,Clojure,EPL-2.0,10.65 MiB
mullikine/clomacs-test,clomacs-test,git@github.com:mullikine/clomacs-test.git,Clojure,EPL-2.0,11.87 MiB
mullikine/codenames,codenames,https://github.com/mullikine/codenames,Python,GPL-3.0-only,49.04 KiB
mullikine/companygen.el,companygen.el,git@github.com:mullikine/companygen.el.git,Elisp,GPL-3.0-only,37.17 KiB
mullikine/emacsconf-wiki,anon@emacsconf:emacsconf-wiki,anon@emacsconf:emacsconf-wiki,Org,"CC-BY-SA-4.0, GPL-3.0-only",6.17 MiB
mullikine/execfs,execfs,git@github.com:mullikine/execfs.git,Python,GPL-2.0-only,103.49 KiB
mullikine/feed,feed,https://github.com/mullikine/feed,Go,BSD-3-Clause,369.72 KiB
mullikine/gometalinter,gometalinter,https://github.com/mullikine/gometalinter,Go,MIT,6.58 MiB
mullikine/gpt-2,gpt-2,git@github.com:mullikine/gpt-2,Python,MIT,180.20 KiB
mullikine/huggingface-torch-in-clojure,huggingface-torch-in-clojure,git@github.com:mullikine/huggingface-torch-in-clojure.git,Clojure,EPL-2.0,10.61 MiB
mullikine/imaginary-programming-transcript-emacsconf-2021,imaginary-programming-transcript-emacsconf-2021,git@github.com:mullikine/imaginary-programming-transcript-emacsconf-2021.git,Org,GFDL-1.3-only,759.27 KiB
mullikine/kubectl,kubectl,https://github.com/mullikine/kubectl,Elisp,MIT,16.60 KiB
mullikine/lsp-clojure-el,lsp-clojure-el,git@github.com:mullikine/lsp-clojure-el.git,Elisp,MIT,3.59 KiB
mullikine/lsp-clojure-kondo-el,lsp-clojure-kondo-el,git@github.com:mullikine/lsp-clojure-kondo-el.git,Elisp,MIT,3.18 KiB
mullikine/lsp-kotlin-el,lsp-kotlin-el,git@github.com:mullikine/lsp-kotlin-el.git,Elisp,MIT,2.33 KiB
mullikine/lsp-racket-el,lsp-racket-el,https://github.com/mullikine/lsp-racket-el,Elisp,MIT,3.19 KiB
mullikine/lsp-solidity-el,lsp-solidity-el,git@github.com:mullikine/lsp-solidity-el.git,Elisp,MIT,3.05 KiB
mullikine/mustache-transform,mustache-transform,git@github.com:mullikine/mustache-transform.git,Clojure,EPL-2.0,10.65 MiB
mullikine/my-solidity-practice,my-solidity-practice,git@github.com:mullikine/my-solidity-practice.git,JavaScript,GPL-3.0-only,35.73 KiB
mullikine/open-in-clojure,open-in-clojure,git@github.com:mullikine/open-in-clojure.git,Clojure,EPL-2.0,10.61 MiB
mullikine/openai-api-clojure,openai-api-clojure,git@github.com:mullikine/openai-api-clojure.git,Clojure,EPL-2.0,11.87 MiB
mullikine/openai-complete,openai-complete,git@github.com:mullikine/openai-complete.git,Clojure,EPL-2.0,16.84 KiB
mullikine/prompt-fragments,prompt-fragments,git@github.com:mullikine/prompt-fragments.git,Org,GPL-3.0-only,34.55 KiB
mullikine/prompt-ideas,prompt-ideas,git@github.com:mullikine/prompt-ideas.git,Org,GPL-3.0-only,47.40 KiB
mullikine/provider,provider,https://github.com/mullikine/provider,Python,Apache-2.0,250.16 KiB
mullikine/python-fuse-fallback,python-fuse-fallback,git@github.com:mullikine/python-fuse-fallback.git,Python,BSD-2-Clause,6.93 KiB
mullikine/quantum-interpreter,quantum-interpreter,https://github.com/mullikine/quantum-interpreter,Lisp,BSD-3-Clause,8.48 KiB
mullikine/racket-rash,racket-rash,https://github.com/mullikine/racket-rash,Racket,GPL-3.0-only,432.73 KiB
mullikine/scripty,scripty,https://github.com/mullikine/scripty,Racket,ISC,10.14 KiB
mullikine/semiosis-dapp,semiosis-dapp,git@github.com:mullikine/semiosis-dapp.git,JavaScript,MIT,49.65 MiB
mullikine/shaneclj,shaneclj,git@github.com:mullikine/shaneclj.git,Clojure,EPL-2.0,16.49 KiB
mullikine/tchannel-go,tchannel-go,https://github.com/mullikine/tchannel-go,Go,MIT,1.53 MiB
mullikine/universal-antlr-clojure-visitor-interpreter,universal-antlr-clojure-visitor-interpreter,git@github.com:mullikine/universal-antlr-clojure-visitor-interpreter.git,Clojure,EPL-2.0,10.74 MiB
mullikine/weightagnostic.github.io,weightagnostic,https://github.com/mullikine/weightagnostic.github.io,JavaScript,CC-BY-4.0,67.29 MiB
mustache/mustache,mustache,https://github.com/mustache/mustache,Ruby,MIT,162.95 KiB
mustache/mustache.github.com,mustache,https://github.com/mustache/mustache.github.com,Html,MIT,549.93 KiB
mvrozanti/dte,dte,https://github.com/mvrozanti/dte,Python,WTFPL,65.41 KiB
mwmbl/mwmbl,mwmbl,https://github.com/mwmbl/mwmbl,Python,GPL-3.0-only,511.87 KiB
mxrch/GHunt,GHunt,https://github.com/mxrch/GHunt,Python,MPL-2.0,52.94 KiB
myint/cppclean,cppclean,https://github.com/myint/cppclean,Python,Apache-2.0,243.03 KiB
myoung34/docker-github-actions-runner,docker-github-actions-runner,https://github.com/myoung34/docker-github-actions-runner,Markdown,MIT,26.77 KiB
myspaghetti/macos-virtualbox,macos-virtualbox,https://github.com/myspaghetti/macos-virtualbox,Sh,GPL-2.0-only,90.14 KiB
nasa/openmct,openmct,https://github.com/nasa/openmct,JavaScript,Apache-2.0,6.61 MiB
natefaubion/purescript-run,purescript-run,https://github.com/natefaubion/purescript-run,PureScript,MIT,49.52 KiB
ncarrara/age-of-triggers,age-of-triggers,https://github.com/ncarrara/age-of-triggers,Python,MIT,2.39 MiB
ndmitchell/ghcid,ghcid,https://github.com/ndmitchell/ghcid,Haskell,BSD-3-Clause,134.83 KiB
ndmitchell/hlint,hlint,https://github.com/ndmitchell/hlint,Haskell,BSD-3-Clause,394.47 KiB
ndwarshuis/om.el,om.el,https://github.com/ndwarshuis/om.el,Elisp,GPL-3.0-only,586.06 KiB
nektos/act,act,https://github.com/nektos/act,JavaScript,MIT,428.18 KiB
nesi/compose-services,compose-services,https://github.com/nesi/compose-services,Python,Apache-2.0,1.23 MiB
neuml/codequestion,codequestion,https://github.com/neuml/codequestion,Python,Apache-2.0,209.82 KiB
neuml/cord19q,cord19q,https://github.com/neuml/cord19q,Python,Apache-2.0,37.33 KiB
newren/git-filter-repo,git-filter-repo,https://github.com/newren/git-filter-repo,Python,"GPL-2.0-only, MIT",543.82 KiB
nextjournal/lazo,lazo,https://github.com/nextjournal/lazo,Clojure,EPL-2.0,31.54 KiB
nguyenphuminh/blockchain-tutorial,blockchain-tutorial,https://github.com/nguyenphuminh/blockchain-tutorial,JavaScript,MIT,35.67 KiB
nickwalton/AIDungeon,AIDungeon,https://github.com/nickwalton/AIDungeon,Python,MIT,84.11 MiB
nidhaloff/igel,igel,https://github.com/nidhaloff/igel,Python,MIT,12.49 MiB
nikita-volkov/neat-interpolation,neat-interpolation,https://github.com/nikita-volkov/neat-interpolation,Haskell,MIT,12.72 KiB
ninja-build/ninja,ninja,https://github.com/ninja-build/ninja,Cpp,Apache-2.0,903.49 KiB
nix-community/rnix-lsp,rnix-lsp,https://github.com/nix-community/rnix-lsp,Rust,MIT,71.42 KiB
nlburgin/Screenruler,Screenruler,https://github.com/nlburgin/Screenruler,Ruby,AGPL-1.0-only,112.92 KiB
norvig/paip-lisp,paip-lisp,https://github.com/norvig/paip-lisp,Markdown,MIT,9.04 MiB
norvig/pytudes,pytudes,https://github.com/norvig/pytudes,Jupyter,MIT,36.00 MiB
notAI-tech/deepsegment,deepsegment,https://github.com/notAI-tech/deepsegment,Python,GPL-3.0-only,59.73 KiB
noway/nzcb-dapp,nzcb-dapp,https://github.com/noway/nzcb-dapp,Tsx,MIT,6.16 MiB
npm/hosted-git-info,hosted-git-info,https://github.com/npm/hosted-git-info,JavaScript,ISC,627.28 KiB
nrclark/pyfuse,pyfuse,https://github.com/nrclark/pyfuse,Python,GPL-2.0-only,51.87 KiB
nshepperd/gpt-2,gpt-2,https://github.com/nshepperd/gpt-2,Python,MIT,72.12 KiB
nubank/state-flow,state-flow,https://github.com/nubank/state-flow,Clojure,MIT,118.72 KiB
numcl/numcl,numcl,https://github.com/numcl/numcl,Lisp,LGPL-3.0-only,386.03 KiB
nushell/nushell,nushell,https://github.com/nushell/nushell,Rust,MIT,9.05 MiB
